timestamp,dataset,file,question,X,alpha,experiment_index,n_true_labels,n_label,method,gamma,run_seed,estimate,ci_lower,ci_higher,true_value,settings_key
20250913_141453,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,EDUCATION_enc,0.95,0,600,600,PGAE,0.5,42,3.546093262043126,3.4396326772050956,3.652553846881156,3.522351797862002,dataset=twin|file=data/NPORS_2024_base_gpt5mini_20250913_133642.csv|question=CARBONTAX|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_141453,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,EDUCATION_enc,0.95,1,600,600,PGAE,0.5,43,3.546472896960249,3.443374762261216,3.6495710316592818,3.522351797862002,dataset=twin|file=data/NPORS_2024_base_gpt5mini_20250913_133642.csv|question=CARBONTAX|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_141453,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,EDUCATION_enc,0.95,2,600,600,PGAE,0.5,44,3.486712061723069,3.383079712644051,3.5903444108020874,3.522351797862002,dataset=twin|file=data/NPORS_2024_base_gpt5mini_20250913_133642.csv|question=CARBONTAX|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_141453,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,EDUCATION_enc,0.95,3,600,600,PGAE,0.5,45,3.462477512591585,3.3591004413685805,3.5658545838145894,3.522351797862002,dataset=twin|file=data/NPORS_2024_base_gpt5mini_20250913_133642.csv|question=CARBONTAX|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_141453,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,EDUCATION_enc,0.95,4,600,600,PGAE,0.5,46,3.5068397416956407,3.40501787468043,3.6086616087108516,3.522351797862002,dataset=twin|file=data/NPORS_2024_base_gpt5mini_20250913_133642.csv|question=CARBONTAX|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_141453,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,EDUCATION_enc,0.95,5,600,600,PGAE,0.5,47,3.4695121342677844,3.366903147326395,3.572121121209174,3.522351797862002,dataset=twin|file=data/NPORS_2024_base_gpt5mini_20250913_133642.csv|question=CARBONTAX|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_141453,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,EDUCATION_enc,0.95,6,600,600,PGAE,0.5,48,3.4822632572736643,3.3684750675364015,3.596051447010927,3.522351797862002,dataset=twin|file=data/NPORS_2024_base_gpt5mini_20250913_133642.csv|question=CARBONTAX|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_141453,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,EDUCATION_enc,0.95,7,600,600,PGAE,0.5,49,3.5761411028559946,3.4779482174176763,3.674333988294313,3.522351797862002,dataset=twin|file=data/NPORS_2024_base_gpt5mini_20250913_133642.csv|question=CARBONTAX|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_141453,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,EDUCATION_enc,0.95,8,600,600,PGAE,0.5,50,3.5012203474496473,3.3910839736763183,3.6113567212229762,3.522351797862002,dataset=twin|file=data/NPORS_2024_base_gpt5mini_20250913_133642.csv|question=CARBONTAX|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_141453,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,EDUCATION_enc,0.95,9,600,600,PGAE,0.5,51,3.516922463750492,3.4025814328009463,3.6312634947000375,3.522351797862002,dataset=twin|file=data/NPORS_2024_base_gpt5mini_20250913_133642.csv|question=CARBONTAX|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_141453,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,EDUCATION_enc,0.95,10,600,600,PGAE,0.5,52,3.509685140717755,3.4014813123558887,3.617888969079621,3.522351797862002,dataset=twin|file=data/NPORS_2024_base_gpt5mini_20250913_133642.csv|question=CARBONTAX|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_141453,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,EDUCATION_enc,0.95,11,600,600,PGAE,0.5,53,3.5307072141229754,3.423686889607017,3.637727538638934,3.522351797862002,dataset=twin|file=data/NPORS_2024_base_gpt5mini_20250913_133642.csv|question=CARBONTAX|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_141453,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,EDUCATION_enc,0.95,12,600,600,PGAE,0.5,54,3.5468856946599088,3.4461400761240983,3.647631313195719,3.522351797862002,dataset=twin|file=data/NPORS_2024_base_gpt5mini_20250913_133642.csv|question=CARBONTAX|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
